H,K,L,Distance,2theta/TOF,Mult
6,4,5,0.9123,115.35009641276963,16
-5,6,4,0.9112,115.5690403410418,16
8,2,3,0.9103,115.74906643574367,16
8,3,-2,0.9097,115.86953293092775,16
2,-5,-7,0.9094,115.92990175401746,16
7,2,5,0.9064,116.53862971429851,16
-7,-5,2,0.9039,117.05304846844705,16
0,0,-9,0.8959,118.74504900952536,2
4,4,-7,0.8922,119.55253068456598,8
-3,-6,-6,0.8906,119.90685226161897,8
1,0,-9,0.8903,119.9736408287171,8
-3,-3,-8,0.8884,120.39926581398812,8
1,8,-4,0.8883,120.42179418479428,16
-6,6,-3,0.8875,120.60248382300541,16
4,-8,-1,0.8866,120.80675018292263,16
9,0,0,0.8865,120.82951166927646,4
-1,1,9,0.8848,121.21847544537755,16
3,8,-3,0.8821,121.84422882910764,16
9,0,-1,0.8812,122.05504154085745,8
-1,-9,0,0.8811,122.07853505500924,8
-7,-3,-5,0.8785,122.69435019106396,16
-5,7,-3,0.8767,123.1264201617247,16
9,-1,-1,0.8759,123.31999334765305,8
0,2,-9,0.8742,123.7345497554459,8
0,6,-7,0.8707,124.60219993955538,8
0,-7,-6,0.8692,124.98006983166312,8
