code,H,K,L,Mult,wi,Ai,mu_i,intensity,L_gamma_i,G_sigma2_i,a=9.411800,b=9.411800,c=9.411800,alpha=90.000000,beta=90.000000,gamma=90.000000
1,5,3,0,12,108.8935314,0.992112534,57.16327515,42.16556885,0.824510627,0.560189522,,,,,,
0,4,4,2,24,47.43980123,0.875132483,58.82086211,185.0784801,0.166451359,0.0005,,,,,,
1,4,4,2,24,60.17108438,0.822680011,58.98113851,20.63296808,0.897908846,1.904200351,,,,,,
0,6,0,0,24,47.43980123,0.875132483,58.82086211,185.0784801,0.166451359,0.0005,,,,,,
1,6,0,0,24,60.17108438,0.822680011,58.98113851,20.63296808,0.897908846,1.904200351,,,,,,
0,3,5,2,24,205.0404672,0.8608867,60.59880367,367.5218844,0.319628504,0.003522416,,,,,,
1,3,5,2,24,23.67057215,0.701126327,60.76494996,96.04659888,0.92765571,0.000975749,,,,,,
0,5,3,2,24,205.0404672,0.8608867,60.59880367,367.5218844,0.319628504,0.003522416,,,,,,
1,5,3,2,24,23.67057215,0.701126327,60.76494996,96.04659888,0.92765571,0.000975749,,,,,,
0,6,1,1,12,205.0404672,0.8608867,60.59880367,367.5218844,0.319628504,0.003522416,,,,,,
1,6,1,1,12,23.67057215,0.701126327,60.76494996,96.04659888,0.92765571,0.000975749,,,,,,
0,2,6,0,24,37.67931884,0.999988664,62.34617426,32.86658199,0.36492931,0.022414473,,,,,,
1,2,6,0,24,82.06666912,0.894871567,62.51819467,34.24388536,0.761761247,0.936546177,,,,,,
0,6,2,0,24,37.67931884,0.999988664,62.34617426,32.86658199,0.36492931,0.022414473,,,,,,
1,6,2,0,24,82.06666912,0.894871567,62.51819467,34.24388536,0.761761247,0.936546177,,,,,,
0,4,5,1,12,394.3282848,0.871537994,64.06604709,1111.214033,0.186166189,0.001489667,,,,,,
1,4,5,1,12,101.7865716,0.819299409,64.24395653,39.59462898,0.772060081,1.981618709,,,,,,
0,5,4,1,12,394.3282848,0.871537994,64.06604709,1111.214033,0.186166189,0.001489667,,,,,,
1,5,4,1,12,101.7865716,0.819299409,64.24395653,39.59462898,0.772060081,1.981618709,,,,,,
0,6,2,2,24,1798.660537,0.94452342,65.76116341,2639.927328,0.241120028,0.010044896,,,,,,
1,6,2,2,24,593.6665708,0.885394742,65.9449869,978.0668788,0.24060323,0.009220037,,,,,,
0,3,6,1,24,236.0164086,0.769912513,67.43398723,416.9099976,0.349787218,0.007417217,,,,,,
1,3,6,1,24,138.7744214,0.680621269,67.62375955,48.42046681,0.831122415,2.084732102,,,,,,
0,6,3,1,12,236.0164086,0.769912513,67.43398723,416.9099976,0.349787218,0.007417217,,,,,,
1,6,3,1,12,138.7744214,0.680621269,67.62375955,48.42046681,0.831122415,2.084732102,,,,,,
0,4,4,4,24,255.9450156,0.895620657,69.08674971,564.7094076,0.390507159,0.000795575,,,,,,
1,4,4,4,24,250.9555853,0.996109558,69.28251507,311.9101363,0.2563726,0.064121697,,,,,,
0,1,7,0,24,173.1103428,0.101957119,70.72148537,49.40720641,0.456381483,2.794994601,,,,,,
1,1,7,0,24,5.937968385,0.995306828,70.92329729,24.24957039,0.078034937,0.006141719,,,,,,
0,4,5,3,24,173.1103428,0.101957119,70.72148537,49.40720641,0.456381483,2.794994601,,,,,,
1,4,5,3,24,5.937968385,0.995306828,70.92329729,24.24957039,0.078034937,0.006141719,,,,,,
0,5,4,3,24,173.1103428,0.101957119,70.72148537,49.40720641,0.456381483,2.794994601,,,,,,
1,5,4,3,24,5.937968385,0.995306828,70.92329729,24.24957039,0.078034937,0.006141719,,,,,,
0,5,5,0,12,173.1103428,0.101957119,70.72148537,49.40720641,0.456381483,2.794994601,,,,,,
1,5,5,0,12,5.937968385,0.995306828,70.92329729,24.24957039,0.078034937,0.006141719,,,,,,
0,7,1,0,12,173.1103428,0.101957119,70.72148537,49.40720641,0.456381483,2.794994601,,,,,,
1,7,1,0,12,5.937968385,0.995306828,70.92329729,24.24957039,0.078034937,0.006141719,,,,,,
0,4,6,0,12,25.95506992,0.990734136,72.34006208,43.67812589,0.190276585,0.021085674,,,,,,
1,4,6,0,12,10.08805128,0.906516315,72.54798332,4.205759789,0.734718116,2.381832056,,,,,,
0,6,4,0,24,25.95506992,0.990734136,72.34006208,43.67812589,0.190276585,0.021085674,,,,,,
1,6,4,0,24,10.08805128,0.906516315,72.54798332,4.205759789,0.734718116,2.381832056,,,,,,
0,2,7,1,12,70.19606298,0.992858277,73.9442061,125.2865961,0.178536002,0.037805675,,,,,,
1,2,7,1,12,17.70824252,0.72480267,74.15830869,6.560056977,0.775297028,2.269703813,,,,,,
0,5,5,2,12,70.19606298,0.992858277,73.9442061,125.2865961,0.178536002,0.037805675,,,,,,
1,5,5,2,12,17.70824252,0.72480267,74.15830869,6.560056977,0.775297028,2.269703813,,,,,,
0,6,3,3,24,70.19606298,0.992858277,73.9442061,125.2865961,0.178536002,0.037805675,,,,,,
1,6,3,3,24,17.70824252,0.72480267,74.15830869,6.560056977,0.775297028,2.269703813,,,,,,
0,7,2,1,12,70.19606298,0.992858277,73.9442061,125.2865961,0.178536002,0.037805675,,,,,,
1,7,2,1,12,17.70824252,0.72480267,74.15830869,6.560056977,0.775297028,2.269703813,,,,,,
0,4,6,2,24,47.92651258,0.889309544,75.53552321,45.09681104,0.332369243,0.244718765,,,,,,
1,4,6,2,24,101.4037793,0.185761662,75.75588857,26.69484569,0.744664935,3.121787756,,,,,,
0,6,4,2,6,47.92651258,0.889309544,75.53552321,45.09681104,0.332369243,0.244718765,,,,,,
1,6,4,2,6,101.4037793,0.185761662,75.75588857,26.69484569,0.744664935,3.121787756,,,,,,
0,3,7,0,24,6.726726933,0.99976637,77.11551669,4.920230493,0.435160302,0.452588057,,,,,,
1,3,7,0,24,83.48491652,0.095416181,77.34223586,25.72522969,0.774229976,1.800909522,,,,,,
0,7,3,0,6,6.726726933,0.99976637,77.11551669,4.920230493,0.435160302,0.452588057,,,,,,
1,7,3,0,6,83.48491652,0.095416181,77.34223586,25.72522969,0.774229976,1.800909522,,,,,,
