H,K,L,Distance,2theta/TOF,Mult
-1,-10,-3,1.4723,63.15025431097048,8
-1,12,-2,1.4579,63.84720045111501,8
4,0,-1,1.4565,63.91583629968109,4
4,3,0,1.4529,64.09305449788302,4
-4,1,-1,1.4527,64.10293074802745,8
3,-4,3,1.4492,64.27629324363782,4
0,-11,-3,1.4347,65.00532728587355,4
4,-3,1,1.4228,65.61701369592805,8
3,-8,2,1.4209,65.71582312274623,8
-2,-11,2,1.4179,65.87248996187442,8
2,-9,3,1.4167,65.93538147966979,8
-2,-5,4,1.415,66.02469886912245,8
3,10,0,1.4076,66.41654080132463,4
0,0,5,1.4056,66.52330393754788,2
0,1,5,1.4021,66.71103055256242,4
1,8,-4,1.3965,67.01377686653565,8
-4,5,0,1.395,67.0953727865235,4
3,10,-1,1.3802,67.91208944109206,8
3,-6,3,1.3784,68.0128863232823,4
0,-9,-4,1.3773,68.07464365593096,4
0,3,-5,1.3752,68.19288109191592,4
4,5,1,1.3683,68.58452117403172,8
1,0,-5,1.368,68.60165941257578,4
-4,1,2,1.3677,68.61880691940915,8
-1,2,5,1.3553,69.3357838907709,8
4,3,-2,1.3427,70.08117253761505,8
-3,-11,0,1.3394,70.27928016963709,4
2,-7,4,1.3367,70.4422764163053,8
0,5,5,1.3258,71.10875385674873,4
1,12,3,1.3225,71.31325122904741,8
4,-7,0,1.3198,71.4815241076748,4
-1,4,5,1.3193,71.51278089772049,8
3,0,-4,1.3157,71.73871377890073,4
3,10,2,1.3067,72.31043217733975,8
-3,-2,-4,1.3044,72.45814131765238,8
-4,7,1,1.2971,72.93136719645092,8
4,-5,2,1.2966,72.96402802067357,8
3,8,-3,1.2947,73.08843228080644,8
2,-11,3,1.2925,73.23306204886464,8
1,10,-4,1.2877,73.55080976054808,8
3,12,0,1.2751,74.39951131391848,4
3,4,4,1.2722,74.59791168601096,4
-2,0,5,1.2711,74.67347254736032,4
2,-1,5,1.2685,74.85274396453131,8
-1,-6,5,1.2652,75.08165370978924,8
0,11,-4,1.2623,75.28409741548062,4
0,-7,5,1.2608,75.38928388954129,4
4,0,3,1.2565,75.69262833522568,4
-3,12,1,1.2546,75.8275267239464,8
4,-1,3,1.2541,75.86311483851037,8
2,9,4,1.25,76.15633943396939,8
2,-3,-5,1.2485,76.26424562719703,8
4,-9,0,1.2362,77.16205466685734,4
-4,-7,-2,1.2355,77.21385728400914,8
4,-3,-3,1.2347,77.27315514851848,4
-3,6,-4,1.2235,78.11411496668136,8
-4,-9,1,1.2175,78.57309703419351,8
-2,-5,5,1.2112,79.06157184935549,8
-3,-10,-3,1.2066,79.42255971198492,4
-1,8,5,1.1996,79.97905014426175,8
4,5,-3,1.1986,80.05926562444886,8
-5,0,0,1.1911,80.66670832041673,2
-5,1,0,1.189,80.83866018521391,4
0,-9,-5,1.1873,80.97846667070918,4
-1,12,4,1.1839,81.25972531041383,8
5,2,0,1.1827,81.35952128792023,4
-5,0,1,1.1743,82.06594354157293,4
5,3,0,1.1724,82.22766405867618,4
0,1,6,1.1693,82.49308375799042,4
-5,2,-1,1.1663,82.75180324907262,8
-4,9,2,1.1661,82.76911688271011,8
-3,-8,-4,1.1638,82.96881808904698,8
2,-11,4,1.1622,83.10838937120853,8
2,7,-5,1.161,83.21341958597971,8
-5,4,0,1.1585,83.43320799741866,4
0,-3,-6,1.1536,83.86786296732768,4
4,11,0,1.1511,84.09162744935142,4
-4,7,3,1.1499,84.1995206357522,8
-1,0,-6,1.1493,84.25358622024007,4
-3,0,-5,1.1471,84.45250923671237,4
5,4,1,1.1431,84.81696202267706,8
-1,-2,-6,1.1417,84.94537550907476,8
5,5,0,1.1414,84.97295083626244,1
3,2,5,1.1396,85.13883598036466,8
4,1,4,1.134,85.6597253068652,4
1,-10,5,1.1285,86.17852210955456,8
5,0,-2,1.128,86.22604578199935,4
0,-5,-6,1.1239,86.61803928101985,4
5,6,0,1.1214,86.85909280999554,4
5,2,-2,1.1209,86.90749031849995,8
-1,-4,-6,1.12,86.99476367207902,8
3,12,3,1.1199,87.00447326661325,4
4,-3,-4,1.1197,87.02390000250283,8
-3,4,5,1.118,87.18943476104332,8
0,11,5,1.1113,87.84903065456056,4
-5,-6,-1,1.1074,88.23835970814754,8
2,-9,5,1.1028,88.70278305232588,8
5,4,2,1.1003,88.95759548567734,8
-5,-7,0,1.0991,89.08051584325405,4
3,10,4,1.0985,89.14212551212465,8
4,-11,-2,1.0939,89.61781131371296,8
4,-9,-3,1.0933,89.68029767401453,8
4,5,4,1.0925,89.7637724426278,4
-2,1,6,1.0884,90.19446955160537,8
-1,6,6,1.0863,90.41696428358846,4
-3,6,5,1.0845,90.60870859986392,8
0,-7,-6,1.0835,90.71564920941273,4
2,-3,-6,1.0757,91.56016572146775,8
-5,-6,-2,1.0683,92.37885534711099,8
5,-8,1,1.0625,93.03286543139015,8
5,0,3,1.0617,93.12394528546659,4
-1,12,-5,1.0566,93.70964987767483,8
-5,-2,3,1.0558,93.80233003271175,8
4,7,-4,1.0552,93.87198507235766,8
2,-5,6,1.0515,94.30429481980975,8
-5,-9,0,1.0493,94.56363085242927,4
1,-8,-6,1.0439,95.20756530888151,8
3,-8,5,1.0423,95.40040997754667,8
2,11,5,1.0411,95.54566772333442,8
5,-4,3,1.0385,95.8622471790507,8
-4,11,3,1.0331,96.52800961315843,8
-3,12,4,1.0319,96.6774964308245,8
5,8,-2,1.0279,97.17991306606501,8
5,-10,0,1.0228,97.82989164876572,4
4,0,5,1.022,97.93282371518166,4
4,1,5,1.0207,98.10066021244977,8
2,7,-6,1.0182,98.42543137967091,8
-5,-10,-1,1.0122,99.21588364414028,8
-5,-6,-3,1.0115,99.30913409310212,8
-4,9,4,1.011,99.37587543710247,8
4,-3,-5,1.0102,99.48289461960739,8
3,0,-6,1.0088,99.67087224453685,4
