code,H,K,L,Mult,wi,Ai,mu_i,intensity,L_gamma_i,G_sigma2_i,a=9.408480,b=9.408480,c=9.408480,alpha=90.000000,beta=90.000000,gamma=90.000000
0,6,0,0,24,40.79854757,0.991893818,58.84364015,94.54717643,0.138836391,0.005577339,,,,,,
1,6,0,0,24,136.6384773,0.913815751,59.00399109,46.06462501,0.940263657,1.532786313,,,,,,
0,3,5,2,24,214.2635896,0.963930261,60.62241533,457.4055138,0.2057525,0.0005,,,,,,
1,3,5,2,24,3.636611239,0.992306701,60.78864028,13.34707737,0.087321266,0.003357621,,,,,,
0,5,3,2,24,214.2635896,0.963930261,60.62241533,457.4055138,0.2057525,0.0005,,,,,,
1,5,3,2,24,3.636611239,0.992306701,60.78864028,13.34707737,0.087321266,0.003357621,,,,,,
0,6,1,1,12,214.2635896,0.963930261,60.62241533,457.4055138,0.2057525,0.0005,,,,,,
1,6,1,1,12,3.636611239,0.992306701,60.78864028,13.34707737,0.087321266,0.003357621,,,,,,
0,2,6,0,24,32.99896939,0.999787568,62.37062007,55.50414541,0.18928493,0.014269098,,,,,,
1,2,6,0,24,65.14642568,0.964503088,62.54272342,25.66411678,0.808131779,1.016887597,,,,,,
0,6,2,0,24,32.99896939,0.999787568,62.37062007,55.50414541,0.18928493,0.014269098,,,,,,
1,6,2,0,24,65.14642568,0.964503088,62.54272342,25.66411678,0.808131779,1.016887597,,,,,,
0,4,5,1,12,551.1867637,0.964526368,64.0913291,1396.447027,0.153355325,0.000708907,,,,,,
1,4,5,1,12,247.6595207,0.843413594,64.26932593,89.18584222,0.861067565,1.670618184,,,,,,
0,5,4,1,12,551.1867637,0.964526368,64.0913291,1396.447027,0.153355325,0.000708907,,,,,,
1,5,4,1,12,247.6595207,0.843413594,64.26932593,89.18584222,0.861067565,1.670618184,,,,,,
0,6,2,2,24,1963.041475,0.821449441,65.78728511,3616.217406,0.180030833,0.033400545,,,,,,
1,6,2,2,24,597.104948,0.796091859,65.97120062,1488.569308,0.156857457,0.008594516,,,,,,
0,3,6,1,24,122.472348,0.963437583,67.46095348,440.2706487,0.090133516,0.005745021,,,,,,
1,3,6,1,24,47.59170731,0.892503869,67.65082264,18.92009337,0.795161401,1.133890752,,,,,,
0,6,3,1,12,122.472348,0.963437583,67.46095348,440.2706487,0.090133516,0.005745021,,,,,,
1,6,3,1,12,47.59170731,0.892503869,67.65082264,18.92009337,0.795161401,1.133890752,,,,,,
0,4,4,4,24,235.0908559,0.933607083,69.11456671,450.8978475,0.187950884,0.006183452,,,,,,
1,4,4,4,24,394.7984381,0.98893082,69.31043396,404.2654535,0.335332959,0.002683175,,,,,,
0,1,7,0,24,42.7241125,0.999922814,70.75016064,37.0255842,0.367320038,0.073595659,,,,,,
1,1,7,0,24,0.72881488,0.999993565,70.95207972,0.341168476,0.680019283,0.008682396,,,,,,
0,4,5,3,24,42.7241125,0.999922814,70.75016064,37.0255842,0.367320038,0.073595659,,,,,,
1,4,5,3,24,0.72881488,0.999993565,70.95207972,0.341168476,0.680019283,0.008682396,,,,,,
0,5,4,3,24,42.7241125,0.999922814,70.75016064,37.0255842,0.367320038,0.073595659,,,,,,
1,5,4,3,24,0.72881488,0.999993565,70.95207972,0.341168476,0.680019283,0.008682396,,,,,,
0,5,5,0,12,42.7241125,0.999922814,70.75016064,37.0255842,0.367320038,0.073595659,,,,,,
1,5,5,0,12,0.72881488,0.999993565,70.95207972,0.341168476,0.680019283,0.008682396,,,,,,
0,7,1,0,12,42.7241125,0.999922814,70.75016064,37.0255842,0.367320038,0.073595659,,,,,,
1,7,1,0,12,0.72881488,0.999993565,70.95207972,0.341168476,0.680019283,0.008682396,,,,,,
0,4,6,0,12,105.5642157,0.813216724,72.36960445,276.9336631,0.373505066,0.001490169,,,,,,
1,4,6,0,12,138.2443642,0.613100813,72.57763836,46.4812728,0.824656147,2.402833425,,,,,,
0,6,4,0,24,105.5642157,0.813216724,72.36960445,276.9336631,0.373505066,0.001490169,,,,,,
1,6,4,0,24,138.2443642,0.613100813,72.57763836,46.4812728,0.824656147,2.402833425,,,,,,
0,2,7,1,12,100.3954107,0.998781805,73.97462569,180.1565254,0.177526111,0.017997362,,,,,,
1,2,7,1,12,50.74604717,0.925345819,74.18884676,20.23653672,0.774319413,2.623879411,,,,,,
0,5,5,2,12,100.3954107,0.998781805,73.97462569,180.1565254,0.177526111,0.017997362,,,,,,
1,5,5,2,12,50.74604717,0.925345819,74.18884676,20.23653672,0.774319413,2.623879411,,,,,,
0,6,3,3,24,100.3954107,0.998781805,73.97462569,180.1565254,0.177526111,0.017997362,,,,,,
1,6,3,3,24,50.74604717,0.925345819,74.18884676,20.23653672,0.774319413,2.623879411,,,,,,
0,7,2,1,12,100.3954107,0.998781805,73.97462569,180.1565254,0.177526111,0.017997362,,,,,,
1,7,2,1,12,50.74604717,0.925345819,74.18884676,20.23653672,0.774319413,2.623879411,,,,,,
0,4,6,2,24,99.65702986,0.817208199,75.56683148,339.1665691,0.200087245,0.001202099,,,,,,
1,4,6,2,24,64.4779501,0.587490072,75.78732142,24.01191085,0.707704522,2.314813881,,,,,,
0,6,4,2,6,99.65702986,0.817208199,75.56683148,339.1665691,0.200087245,0.001202099,,,,,,
1,6,4,2,6,64.4779501,0.587490072,75.78732142,24.01191085,0.707704522,2.314813881,,,,,,
0,3,7,0,24,124.642396,0.979959853,77.14772648,146.3194511,0.271849653,0.091191121,,,,,,
1,3,7,0,24,159.1440268,0.219492291,77.37457663,58.62887047,0.66453787,1.398897112,,,,,,
0,7,3,0,6,124.642396,0.979959853,77.14772648,146.3194511,0.271849653,0.091191121,,,,,,
1,7,3,0,6,159.1440268,0.219492291,77.37457663,58.62887047,0.66453787,1.398897112,,,,,,
